Kind,Identifier,Common Facet,Leaf Term
3,5127,"Object, Serving Bowl, Fruit Bowl",Fruit Bowl
3,5128,"Object, Serving Bowl, Jelly Bowl",Jelly Bowl
3,5129,"Object, Serving Bowl, Mayonnaise Bowl",Mayonnaise Bowl
3,5135,"Object, Serving Bowl, Nappy",Nappy
3,5130,"Object, Serving Bowl, Nut Bowl",Nut Bowl
3,5131,"Object, Serving Bowl, Salad Serving Bowl",Salad Serving Bowl
3,5132,"Object, Serving Bowl, Sugar Bowl",Sugar Bowl
3,5133,"Object, Serving Bowl, Whipped Cream Bowl",Whipped Cream Bowl
3,5136,"Object, Serving Box",Serving Box
3,5137,"Object, Serving Box, Comfit Box",Comfit Box
3,5138,"Object, Serving Box, Sardine Box",Sardine Box
3,5139,"Object, Serving Box, Sugar Box",Sugar Box
3,5141,"Object, Serving Dish",Serving Dish
3,5142,"Object, Serving Dish, Butter Cooler",Butter Cooler
3,5143,"Object, Serving Dish, Butter Dish",Butter Dish
3,5144,"Object, Serving Dish, Candy Dish",Candy Dish
3,5145,"Object, Serving Dish, Candy Dish, Bonbon Dish",Bonbon Dish
3,5146,"Object, Serving Dish, Celery Dish",Celery Dish
3,5147,"Object, Serving Dish, Cheese Dish",Cheese Dish
3,5148,"Object, Serving Dish, Honey Dish",Honey Dish
3,5149,"Object, Serving Dish, Jelly Dish",Jelly Dish
3,5150,"Object, Serving Dish, Nut Dish",Nut Dish
3,5163,"Object, Serving Dish, Platter",Platter
3,5164,"Object, Serving Dish, Platter, Charger",Charger
3,5166,"Object, Serving Dish, Platter, Trencher",Trencher
3,5165,"Object, Serving Dish, Platter, Well Platter",Well Platter
3,5151,"Object, Serving Dish, Relish Dish",Relish Dish
3,5167,"Object, Serving Dish, Sauceboat",Sauceboat
3,5154,"Object, Serving Dish, Serving Plate",Serving Plate
3,5155,"Object, Serving Dish, Serving Plate, Cake Plate",Cake Plate
3,5156,"Object, Serving Dish, Serving Plate, Fruit Plate",Fruit Plate
3,5157,"Object, Serving Dish, Serving Plate, Mayonnaise Bowl Plate",Mayonnaise Bowl Plate
3,5158,"Object, Serving Dish, Serving Plate, Oyster Plate",Oyster Plate
3,5159,"Object, Serving Dish, Serving Plate, Sauceboat Plate",Sauceboat Plate
3,5160,"Object, Serving Dish, Serving Plate, Spice Plate",Spice Plate
3,5161,"Object, Serving Dish, Serving Plate, Toddy Plate",Toddy Plate
3,5162,"Object, Serving Dish, Serving Plate, Vegetable Plate",Vegetable Plate
3,5152,"Object, Serving Dish, Sweetmeat Dish",Sweetmeat Dish
3,5153,"Object, Serving Dish, Vegetable Dish",Vegetable Dish
3,5054,"Object, Serving Fork",Serving Fork
3,5055,"Object, Serving Fork, Asparagus Fork",Asparagus Fork
3,5056,"Object, Serving Fork, Carving Fork",Carving Fork
3,5057,"Object, Serving Fork, Cold-Meat Fork",Cold-Meat Fork
3,5058,"Object, Serving Fork, Fish Serving Fork",Fish Serving Fork
3,5059,"Object, Serving Fork, Fondue Fork",Fondue Fork
3,5060,"Object, Serving Fork, Lemon Fork",Lemon Fork
3,5061,"Object, Serving Fork, Olive Fork",Olive Fork
3,5062,"Object, Serving Fork, Pickle Fork",Pickle Fork
3,5063,"Object, Serving Fork, Sardine Fork",Sardine Fork
3,5065,"Object, Serving Knife",Serving Knife
3,5066,"Object, Serving Knife, Bread Knife",Bread Knife
3,5067,"Object, Serving Knife, Butter Knife",Butter Knife
3,5068,"Object, Serving Knife, Cake Knife",Cake Knife
3,5069,"Object, Serving Knife, Carving Knife",Carving Knife
3,5070,"Object, Serving Knife, Cheese Serving Knife",Cheese Serving Knife
3,5071,"Object, Serving Knife, Ice Cream Knife",Ice Cream Knife
3,5072,"Object, Serving Knife, Jelly Knife",Jelly Knife
3,5073,"Object, Serving Ladle",Serving Ladle
3,5075,"Object, Serving Ladle, Cream Ladle",Cream Ladle
3,5074,"Object, Serving Ladle, Dipper",Dipper
3,5076,"Object, Serving Ladle, Gravy Ladle",Gravy Ladle
3,5077,"Object, Serving Ladle, Mayonnaise Ladle",Mayonnaise Ladle
3,5078,"Object, Serving Ladle, Punch Ladle",Punch Ladle
3,5079,"Object, Serving Ladle, Sauce Ladle",Sauce Ladle
3,5080,"Object, Serving Ladle, Soup Ladle",Soup Ladle
3,5081,"Object, Serving Ladle, Toddy Ladle",Toddy Ladle
3,7072,"Object, Serving Mallet",Serving Mallet
3,5082,"Object, Serving Scoop",Serving Scoop
3,5083,"Object, Serving Scoop, Cheese Scoop",Cheese Scoop
3,5084,"Object, Serving Scoop, Ice Cream Scoop",Ice Cream Scoop
3,5085,"Object, Serving Scoop, Nut Scoop",Nut Scoop
3,5086,"Object, Serving Scoop, Salt Scoop",Salt Scoop
3,5087,"Object, Serving Scoop, Sugar Scoop",Sugar Scoop
3,5098,"Object, Serving Spoon",Serving Spoon
3,5099,"Object, Serving Spoon, Berry Spoon",Berry Spoon
3,5100,"Object, Serving Spoon, Bonbon Spoon",Bonbon Spoon
3,5101,"Object, Serving Spoon, Caddy Spoon",Caddy Spoon
3,5102,"Object, Serving Spoon, Claret Spoon",Claret Spoon
3,5103,"Object, Serving Spoon, Jam Spoon",Jam Spoon
3,5104,"Object, Serving Spoon, Mustard Spoon",Mustard Spoon
3,5105,"Object, Serving Spoon, Olive Spoon",Olive Spoon
3,5106,"Object, Serving Spoon, Salt Spoon",Salt Spoon
3,5107,"Object, Serving Spoon, Sugar Spoon",Sugar Spoon
3,5108,"Object, Serving Spoon, Tablespoon",Tablespoon
3,5173,"Object, Serving Stand",Serving Stand
3,5176,"Object, Serving Stand, Cake Stand",Cake Stand
3,5177,"Object, Serving Stand, Cruet Stand",Cruet Stand
3,5175,"Object, Serving Stand, Dessert Pyramid",Dessert Pyramid
3,5178,"Object, Serving Stand, Egg Stand",Egg Stand
3,5174,"Object, Serving Stand, Epergne",Epergne
3,5179,"Object, Serving Stand, Ham Stand",Ham Stand
3,5183,"Object, Serving Stand, Pot Tilter",Pot Tilter
3,5180,"Object, Serving Stand, Spoon Stand",Spoon Stand
3,5181,"Object, Serving Stand, Sweetmeat Stand",Sweetmeat Stand
3,5182,"Object, Serving Stand, Teapot Stand",Teapot Stand
3,5109,"Object, Serving Tongs",Serving Tongs
3,5110,"Object, Serving Tongs, Asparagus Tongs",Asparagus Tongs
3,5111,"Object, Serving Tongs, Ice Tongs",Ice Tongs
3,5112,"Object, Serving Tongs, Salad Tongs",Salad Tongs
3,5113,"Object, Serving Tongs, Sandwich Tongs",Sandwich Tongs
3,5114,"Object, Serving Tongs, Spaghetti Tongs",Spaghetti Tongs
3,5115,"Object, Serving Tongs, Sugar Tongs",Sugar Tongs
3,5184,"Object, Serving Tray",Serving Tray
3,5186,"Object, Serving Tray, Bread Tray",Bread Tray
3,5187,"Object, Serving Tray, Butter Tray",Butter Tray
3,5185,"Object, Serving Tray, Cheeseboard",Cheeseboard
3,5188,"Object, Serving Tray, Cracker Tray",Cracker Tray
3,5189,"Object, Serving Tray, Fruit Tray",Fruit Tray
3,5190,"Object, Serving Tray, Ice Cream Tray",Ice Cream Tray
3,5191,"Object, Serving Tray, Relish Tray",Relish Tray
3,5192,"Object, Serving Tray, Sauceboat Tray",Sauceboat Tray
3,5193,"Object, Serving Tray, Tea Tray",Tea Tray
3,5194,"Object, Serving Tray, Tureen Tray",Tureen Tray
3,5052,"Object, Serving Utensils",Serving Utensils
3,5140,"Object, Serving Vessel Cover",Serving Vessel Cover
3,5116,"Object, Serving Vessels",Serving Vessels
3,5640,"Object, Setter",Setter
3,5641,"Object, Setter, Grommet Setter",Grommet Setter
3,5642,"Object, Setter, Rivet Setter",Rivet Setter
3,6764,"Object, Sewing Bobbin",Sewing Bobbin
3,5490,"Object, Sewing Bristle",Sewing Bristle
3,5551,"Object, Sewing Haft",Sewing Haft
3,6873,"Object, Sewing Spool",Sewing Spool
3,10160,"Object, Sextant",Sextant
3,10161,"Object, Sextant Shade",Sextant Shade
3,10162,"Object, Sextant Shade, Horizon Glass Shade",Horizon Glass Shade
3,10163,"Object, Sextant Shade, Index Shade",Index Shade
3,3072,"Object, Shaving Product",Shaving Product
3,3087,"Object, Shaving Product, Razor",Razor
3,3073,"Object, Shaving Product, Razor Blade",Razor Blade
3,3077,"Object, Shaving Product, Razor Case",Razor Case
3,3093,"Object, Shaving Product, Razor Sharpener",Razor Sharpener
3,3094,"Object, Shaving Product, Razor Sharpener, Razor Hone",Razor Hone
3,3095,"Object, Shaving Product, Razor Sharpener, Strop",Strop
3,3088,"Object, Shaving Product, Razor, Disposable Razor",Disposable Razor
3,3089,"Object, Shaving Product, Razor, Electric Razor",Electric Razor
3,3090,"Object, Shaving Product, Razor, Safety Razor",Safety Razor
3,3091,"Object, Shaving Product, Razor, Straight Razor",Straight Razor
3,3074,"Object, Shaving Product, Shaving Bowl",Shaving Bowl
3,3075,"Object, Shaving Product, Shaving Box",Shaving Box
3,3076,"Object, Shaving Product, Shaving Brush",Shaving Brush
3,3078,"Object, Shaving Product, Shaving Brush Case",Shaving Brush Case
3,3079,"Object, Shaving Product, Shaving Cream Dispenser",Shaving Cream Dispenser
3,3081,"Object, Shaving Product, Shaving Kit",Shaving Kit
3,3082,"Object, Shaving Product, Shaving Lather Machine",Shaving Lather Machine
3,3083,"Object, Shaving Product, Shaving Mirror",Shaving Mirror
3,3084,"Object, Shaving Product, Shaving Mug",Shaving Mug
3,3085,"Object, Shaving Product, Shaving Paper",Shaving Paper
3,3080,"Object, Shaving Product, Shaving Paper Holder",Shaving Paper Holder
3,3092,"Object, Shaving Product, Shaving Set",Shaving Set
3,3096,"Object, Shaving Product, Shaving Stick",Shaving Stick
3,3086,"Object, Shaving Product, Styptic Pencil",Styptic Pencil
3,440,"Object, Shingle",Shingle
3,441,"Object, Shingle, Asphalt Shingle",Asphalt Shingle
3,442,"Object, Shingle, Fish Scale Shingle",Fish Scale Shingle
3,443,"Object, Shingle, Shake Shingle",Shake Shingle
3,2704,"Object, Shoe Buffer",Shoe Buffer
3,2738,"Object, Shoe Chain",Shoe Chain
3,14452,"Object, Shoe Cleat",Shoe Cleat
3,3659,"Object, Shoe Cropper",Shoe Cropper
3,5610,"Object, Shoe Peg",Shoe Peg
3,2696,"Object, Shoe Polish Applicator",Shoe Polish Applicator
3,2717,"Object, Shoe Stretcher",Shoe Stretcher
3,2722,"Object, Shoe Wax",Shoe Wax
3,2802,"Object, Shoehorn",Shoehorn
3,3669,"Object, Shoeing Nail",Shoeing Nail
3,3670,"Object, Shoeing Nail, Horseshoe Nail",Horseshoe Nail
3,3680,"Object, Shoeing Stand",Shoeing Stand
3,2781,"Object, Shoelace Hook",Shoelace Hook
3,5469,"Object, Shoemaker's Anvil",Shoemaker's Anvil
3,5632,"Object, Shoemaker's Rasp",Shoemaker's Rasp
3,2712,"Object, Shoeshine Kit",Shoeshine Kit
3,13211,"Object, Shofar",Shofar
3,14019,"Object, Shoulder Aiguillette",Aiguillette
3,14020,"Object, Shoulder Bandolier",Bandolier
3,14022,"Object, Shoulder Epaulet",Epaulet
3,14023,"Object, Shoulder Fourragère",Fourragère
3,14018,"Object, Shoulder Insignia",Shoulder Insignia
3,14021,"Object, Shoulder Shoulder Board",Shoulder Board
3,14024,"Object, Shoulder Shoulder Knot",Shoulder Knot
3,14025,"Object, Shoulder Shoulder Loop",Shoulder Loop
3,14026,"Object, Shoulder Shoulder Strap",Shoulder Strap
3,301,"Object, Shower Head",Shower Head
3,21,"Object, Shower Stall",Shower Stall
3,4055,"Object, Shrimp Cleaner",Shrimp Cleaner
3,7089,"Object, Shuttle",Shuttle
3,7090,"Object, Shuttle, Netting Shuttle",Netting Shuttle
3,7091,"Object, Shuttle, Tatting Shuttle",Tatting Shuttle
3,7092,"Object, Shuttle, Weaving Shuttle",Weaving Shuttle
3,8390,"Object, Siderostat",Siderostat
3,8391,"Object, Siderostat, Heliostat",Heliostat
3,537,"Object, Sidewalk",Sidewalk
3,6458,"Object, Sidewall Sampler",Sidewall Sampler
3,11434,"Object, Sign",Sign
3,11435,"Object, Sign, Directional Sign",Directional Sign
3,11436,"Object, Sign, Directional Sign, Guidepost",Guidepost
3,11437,"Object, Sign, Identification Sign",Identification Sign
3,11438,"Object, Sign, Identification Sign, Signboard",Signboard
3,11439,"Object, Sign, Informational Sign",Informational Sign
3,11440,"Object, Sign, Instructional Sign",Instructional Sign
3,11441,"Object, Sign, Regulatory Sign",Regulatory Sign
3,11442,"Object, Sign, Traffic Sign",Traffic Sign
3,11294,"Object, Signal Splitter",Signal Splitter
3,384,"Object, Sill Plate",Sill Plate
3,7678,"Object, Sinew Tool",Sinew Tool
3,7679,"Object, Sinew Tool, Sinew Knife",Sinew Knife
3,7680,"Object, Sinew Tool, Sinew Stone",Sinew Stone
3,312,"Object, Sink Sprayer",Sink Sprayer
3,314,"Object, Sink Stopper",Sink Stopper
3,462,"Object, Site Barrier",Site Barrier
3,479,"Object, Site Barrier, Boundary Wall",Boundary Wall
3,465,"Object, Site Barrier, Fence",Fence
3,476,"Object, Site Barrier, Fence Post",Fence Post
3,466,"Object, Site Barrier, Fence, Barbed Wire Fence",Barbed Wire Fence
3,467,"Object, Site Barrier, Fence, Board Fence",Board Fence
3,468,"Object, Site Barrier, Fence, Chain Link Fence",Chain Link Fence
3,469,"Object, Site Barrier, Fence, Electric Fence",Electric Fence
3,470,"Object, Site Barrier, Fence, Picket Fence",Picket Fence
3,471,"Object, Site Barrier, Fence, Rail Fence",Rail Fence
3,472,"Object, Site Barrier, Fence, Snow Fence",Snow Fence
3,473,"Object, Site Barrier, Gate",Gate
3,477,"Object, Site Barrier, Gate Post",Gate Post
3,474,"Object, Site Barrier, Gateway",Gateway
3,475,"Object, Site Barrier, Guardrail",Guardrail
3,463,"Object, Site Barrier, Road Barrier",Road Barrier
3,464,"Object, Site Barrier, Road Barrier, Road Bollard",Road Bollard
3,478,"Object, Site Barrier, Turnstile",Turnstile
3,461,"Object, Site Features",Site Features
3,519,"Object, Site Marker",Site Marker
3,520,"Object, Site Marker, Boundary Marker",Boundary Marker
3,521,"Object, Site Marker, Distance Marker",Distance Marker
3,522,"Object, Site Marker, Distance Marker, Milestone",Milestone
3,523,"Object, Site Marker, Monument",Monument
3,524,"Object, Site Marker, Monument, Cenotaph",Cenotaph
3,529,"Object, Site Marker, Monument, Commemorative Stone",Commemorative Stone
3,525,"Object, Site Marker, Monument, Memorial Column",Memorial Column
3,526,"Object, Site Marker, Monument, Menhir",Menhir
3,527,"Object, Site Marker, Monument, Obelisk",Obelisk
3,530,"Object, Site Marker, Monument, Rune Stone",Rune Stone
3,528,"Object, Site Marker, Monument, Stela",Stela
3,5650,"Object, Size Stick",Size Stick
3,14621,"Object, Skating Gear",Skating Gear
3,14627,"Object, Skating Gear, Ice Skate",Ice Skate
3,14628,"Object, Skating Gear, Roller Skate",Roller Skate
3,14629,"Object, Skating Gear, Roller Skate, Inline Skate",Inline Skate
3,14622,"Object, Skating Gear, Skate Bag",Skate Bag
3,14624,"Object, Skating Gear, Skate Guard",Skate Guard
3,14625,"Object, Skating Gear, Skate Key",Skate Key
3,14630,"Object, Skating Gear, Skateboard",Skateboard
3,14626,"Object, Skating Gear, Skateboard Ramp",Skateboard Ramp
3,14623,"Object, Skating Gear, Skating Goggles",Skating Goggles
3,14631,"Object, Skating Gear, Speedskating Suit",Speedskating Suit
3,4216,"Object, Skewer",Skewer
3,4018,"Object, Skewer Holder",Skewer Holder
3,14632,"Object, Skiing Gear",Skiing Gear
3,14634,"Object, Skiing Gear, Ski Binding",Ski Binding
3,14635,"Object, Skiing Gear, Ski Gate",Ski Gate
3,14636,"Object, Skiing Gear, Ski Glove",Ski Glove
3,14637,"Object, Skiing Gear, Ski Helmet",Ski Helmet
3,14638,"Object, Skiing Gear, Ski Pole",Ski Pole
3,14633,"Object, Skiing Gear, Ski Pole Basket",Ski Pole Basket
3,14642,"Object, Skiing Gear, Ski Wax",Ski Wax
3,14639,"Object, Skiing Gear, Snow Ski",Snow Ski
3,14640,"Object, Skiing Gear, Snow Ski, Cross-Country Ski",Cross-Country Ski
3,14641,"Object, Skiing Gear, Snow Ski, Downhill Ski",Downhill Ski
3,2996,"Object, Skin Buffer",Skin Buffer
3,2997,"Object, Skin Buffer, Pumice Stone",Pumice Stone
3,6479,"Object, Skip",Skip
3,163,"Object, Skylight",Skylight
3,7093,"Object, Slasher",Slasher
3,14643,"Object, Sled Racing Gear",Sled Racing Gear
3,14644,"Object, Sled Racing Gear, Bobsled",Bobsled
3,14645,"Object, Sled Racing Gear, Luge",Luge
3,14646,"Object, Sled Racing Gear, Skeleton Sled",Skeleton Sled
3,5452,"Object, Slip Trailer",Slip Trailer
3,5453,"Object, Slip Trailer, Slip-Trailing Cup",Slip-Trailing Cup
3,5454,"Object, Slip Trailer, Slip-Trailing Syringe",Slip-Trailing Syringe
3,6911,"Object, Slubbing Billy",Slubbing Billy
3,6959,"Object, Slubbing Frame",Slubbing Frame
3,6408,"Object, Sluice Fork",Sluice Fork
3,6480,"Object, Slusher",Slusher
3,2732,"Object, Smelling Bottle",Smelling Bottle
3,2733,"Object, Smelling Bottle, Vinaigrette",Vinaigrette
3,2948,"Object, Smoking & Recreational Drug Equipment",Smoking & Recreational Drug Equipment
3,2973,"Object, Smoking Pipe",Smoking Pipe
3,2974,"Object, Smoking Pipe, Opium Pipe",Opium Pipe
3,2975,"Object, Smoking Pipe, Water Pipe",Water Pipe
3,2976,"Object, Smoking Pipe, Water Pipe, Smoking Hookah",Smoking Hookah
3,5644,"Object, Smoother",Smoother
3,11417,"Object, Smudge Pot",Smudge Pot
3,14296,"Object, Snake Basket",Snake Basket
3,5348,"Object, Snap Case",Snap Case
3,6872,"Object, Snapsetter",Snapsetter
3,6451,"Object, Snatch Plate",Snatch Plate
3,4150,"Object, Sno-Cone Machine",Sno-Cone Machine
3,6481,"Object, Snore",Snore
3,3539,"Object, Snout Cutter",Snout Cutter
3,11807,"Object, Snow Blade",Snow Blade
3,11810,"Object, Snow Brush",Snow Brush
3,14356,"Object, Snow Coaster",Snow Coaster
3,14358,"Object, Snow Coaster, Sled",Sled
3,14357,"Object, Snow Coaster, Snow Saucer",Snow Saucer
3,14359,"Object, Snow Coaster, Toboggan",Toboggan
3,7650,"Object, Snow Knife",Snow Knife
3,3668,"Object, Snow Knocker",Snow Knocker
3,14647,"Object, Snowboarding Gear",Snowboarding Gear
3,14648,"Object, Snowboarding Gear, Snowboard",Snowboard
3,2960,"Object, Snuff Container",Snuff Container
3,2961,"Object, Snuff Container, Snuff Bottle",Snuff Bottle
3,2962,"Object, Snuff Container, Snuffbox",Snuffbox
3,2979,"Object, Snuff Spoon",Snuff Spoon
3,2981,"Object, Snuff Stick",Snuff Stick
3,3162,"Object, Soap",Soap
3,3119,"Object, Soap Container",Soap Container
3,3120,"Object, Soap Container, Soap Case",Soap Case
3,3121,"Object, Soap Container, Soap Dish",Soap Dish
3,3122,"Object, Soap Container, Soap Dispenser",Soap Dispenser
3,3161,"Object, Soap Shaker",Soap Shaker
3,7681,"Object, Soapmaking Tool",Soapmaking Tool
3,7684,"Object, Soapmaking Tool, Lye Strainer",Lye Strainer
3,7682,"Object, Soapmaking Tool, Soap Mold",Soap Mold
3,7683,"Object, Soapmaking Tool, Soap Stick",Soap Stick
3,14649,"Object, Soccer Gear",Soccer Gear
3,14650,"Object, Soccer Gear, Soccer Ball",Soccer Ball
3,14652,"Object, Soccer Gear, Soccer Goal",Soccer Goal
3,14651,"Object, Soccer Gear, Soccer Goalie Glove",Soccer Goalie Glove
3,13966,"Object, Social Symbol",Social Symbol
3,8793,"Object, Socket Cover",Socket Cover
3,4476,"Object, Solar Still",Solar Still
3,211,"Object, Solar Thermal Panel",Solar Thermal Panel
3,8818,"Object, Solenoid",Solenoid
3,11154,"Object, Sound Communication Accessories",Sound Communication Accessories
3,11184,"Object, Sound Communication Devices",Sound Communication Devices
3,11252,"Object, Sound Communication Media",Sound Communication Media
3,11248,"Object, Sound Effect Simulator",Sound Effect Simulator
3,11188,"Object, Sound Signaling Device",Sound Signaling Device
3,11189,"Object, Sound Signaling Device, Bell",Bell
3,11190,"Object, Sound Signaling Device, Bell, Annunciator Bell",Annunciator Bell
3,11196,"Object, Sound Signaling Device, Bell, Chime",Chime
3,11191,"Object, Sound Signaling Device, Bell, Church Bell",Church Bell
3,11192,"Object, Sound Signaling Device, Bell, Dinner Bell",Dinner Bell
3,11193,"Object, Sound Signaling Device, Bell, Factory Bell",Factory Bell
3,11194,"Object, Sound Signaling Device, Bell, School Bell",School Bell
3,11195,"Object, Sound Signaling Device, Bell, Service Bell",Service Bell
3,11197,"Object, Sound Signaling Device, Buzzer",Buzzer
3,11208,"Object, Sound Signaling Device, Hailing Trumpet",Hailing Trumpet
3,11198,"Object, Sound Signaling Device, Horn",Horn
3,11199,"Object, Sound Signaling Device, Horn, Coach Horn",Coach Horn
3,11200,"Object, Sound Signaling Device, Horn, Dinner Horn",Dinner Horn
3,11201,"Object, Sound Signaling Device, Horn, Hunting Horn",Hunting Horn
3,11202,"Object, Sound Signaling Device, Horn, Post Horn",Post Horn
3,11203,"Object, Sound Signaling Device, Horn, Vuvuzela",Vuvuzela
3,11206,"Object, Sound Signaling Device, Ratchet Rattle",Ratchet Rattle
3,11205,"Object, Sound Signaling Device, Rattle",Rattle
3,11207,"Object, Sound Signaling Device, Siren",Siren
3,11204,"Object, Sound Signaling Device, Starter Pistol",Starter Pistol
3,11209,"Object, Sound Signaling Device, Whistle",Whistle
3,11210,"Object, Sound Signaling Device, Whistle, Boatswain's Pipe",Boatswain's Pipe
3,11211,"Object, Sound Signaling Device, Whistle, Factory Whistle",Factory Whistle
3,11212,"Object, Sound Signaling Device, Whistle, Steam Whistle",Steam Whistle
3,14875,"Object, Sound Toy",Sound Toy
3,14876,"Object, Sound Toy, Noisemaker",Noisemaker
3,14877,"Object, Sound Toy, Squeaker",Squeaker
3,14878,"Object, Sound Toy, Toy Whistle",Toy Whistle
3,11159,"Object, Sounding Board",Sounding Board
3,10119,"Object, Sounding Device",Sounding Device
3,10122,"Object, Sounding Device, Sondograph",Sondograph
3,10120,"Object, Sounding Device, Sounding Lead",Sounding Lead
3,10121,"Object, Sounding Device, Sounding Machine",Sounding Machine
3,10123,"Object, Sounding Device, Sounding Tube",Sounding Tube
3,4848,"Object, Soup Cup",Soup Cup
3,8771,"Object, Spark Arrester",Spark Arrester
3,11249,"Object, Speaker",Speaker
3,11250,"Object, Speaker, Jukebox Speaker",Jukebox Speaker
3,11251,"Object, Speaking Tube",Speaking Tube
3,8392,"Object, Spectroheliograph",Spectroheliograph
3,10164,"Object, Spherograph",Spherograph
3,10377,"Object, Spherometer",Spherometer
3,8393,"Object, Spheroscope",Spheroscope
3,4917,"Object, Spife",Spife
3,5022,"Object, Spigot",Spigot
3,7095,"Object, Spindle",Spindle
3,7127,"Object, Spindle Whorl",Spindle Whorl
3,7096,"Object, Spindle, Ropemaking Spindle",Ropemaking Spindle
3,7097,"Object, Spinneret",Spinneret
3,6960,"Object, Spinning Frame",Spinning Frame
3,6961,"Object, Spinning Frame, Ring Frame",Ring Frame
3,6979,"Object, Spinning Jack",Spinning Jack
3,6980,"Object, Spinning Jenny",Spinning Jenny
3,7125,"Object, Spinning Wheel",Spinning Wheel
3,6518,"Object, Spiral Worm",Spiral Worm
3,332,"Object, Spire",Spire
3,13101,"Object, Spirit Board",Spirit Board
3,13967,"Object, Spiritual Symbol",Spiritual Symbol
3,13969,"Object, Spiritual Symbol, Charm",Charm
3,13970,"Object, Spiritual Symbol, Charm, Amulet",Amulet
3,13971,"Object, Spiritual Symbol, Charm, Talisman",Talisman
3,13972,"Object, Spiritual Symbol, Devotional Object",Devotional Object
3,13973,"Object, Spiritual Symbol, Devotional Object, Agnus Dei",Agnus Dei
3,13975,"Object, Spiritual Symbol, Devotional Object, Dominical",Dominical
3,13974,"Object, Spiritual Symbol, Devotional Object, Prayer Bead",Prayer Bead
3,13976,"Object, Spiritual Symbol, Devotional Object, Religious Pendant",Religious Pendant
3,13977,"Object, Spiritual Symbol, Devotional Object, Rosary",Rosary
3,13978,"Object, Spiritual Symbol, Devotional Object, Tallith",Tallith
3,13979,"Object, Spiritual Symbol, Devotional Object, Tefillin",Tefillin
3,13980,"Object, Spiritual Symbol, Devotional Object, Yarmulke",Yarmulke
3,13981,"Object, Spiritual Symbol, Inspirational Pin",Inspirational Pin
3,13968,"Object, Spiritual Symbol, Medicine Bundle",Medicine Bundle
3,13982,"Object, Spiritual Symbol, Spirit Stone",Spirit Stone
3,13983,"Object, Spiritual Symbol, Totem",Totem
3,4032,"Object, Splatter Screen",Splatter Screen
3,4031,"Object, Spoon Rest",Spoon Rest
3,4040,"Object, Spoon Warmer",Spoon Warmer
3,5048,"Object, Spoon and Salt Set",Spoon and Salt Set
3,5023,"Object, Spooner",Spooner
3,4939,"Object, Spork",Spork
3,4940,"Object, Spork, Sucket Fork",Sucket Fork
3,14450,"Object, Sports Equipment",Sports Equipment
3,6377,"Object, Spring Dart",Spring Dart
3,10344,"Object, Spring Measure",Spring Measure
3,6453,"Object, Spring Pole",Spring Pole
3,14879,"Object, Spring Toy",Spring Toy
3,14880,"Object, Spring Toy, Slinky",Slinky
3,6486,"Object, Spud",Spud
3,14653,"Object, Squash Gear",Squash Gear
3,14654,"Object, Squash Gear, Squash Ball",Squash Ball
3,14655,"Object, Squash Gear, Squash Racket",Squash Racket
3,6487,"Object, Squib",Squib
3,14881,"Object, Stacking Toy",Stacking Toy
3,392,"Object, Staddle",Staddle
3,10218,"Object, Stadia Rod",Stadia Rod
3,10222,"Object, Stadimeter",Stadimeter
3,20,"Object, Stage",Stage
3,14291,"Object, Stage Backdrop",Stage Backdrop
3,14292,"Object, Stage Backdrop, Flat Drop",Flat Drop
3,14293,"Object, Stage Backdrop, Roll Drop",Roll Drop
3,14294,"Object, Stage Backdrop, Scrim Drop",Scrim Drop
3,14307,"Object, Stage Curtain",Stage Curtain
3,14348,"Object, Stage Set",Stage Set
3,335,"Object, Stair Elements",Stair Elements
3,102,"Object, Stair Lift",Stair Lift
3,340,"Object, Stair Riser",Stair Riser
3,267,"Object, Stair Rod",Stair Rod
3,346,"Object, Stair Tread",Stair Tread
3,341,"Object, Staircase",Staircase
3,342,"Object, Staircase, Fire Escape",Fire Escape
3,343,"Object, Staircase, Spiral Staircase",Spiral Staircase
3,344,"Object, Stairstep",Stairstep
3,3724,"Object, Stake Pin",Stake Pin
3,3679,"Object, Stalljack",Stalljack
3,13907,"Object, Stamp",Stamp
3,13909,"Object, Stamp, Postage Stamp",Postage Stamp
3,13910,"Object, Stamp, Ration Stamp",Ration Stamp
3,13908,"Object, Stamp, Stamp Book",Stamp Book
3,13911,"Object, Stamp, Tax Stamp",Tax Stamp
3,13912,"Object, Stamp, Telegraph Stamp",Telegraph Stamp
3,13913,"Object, Stamp, Trading Stamp",Trading Stamp
3,5396,"Object, Stamping Machine",Stamping Machine
3,40,"Object, Stanchion",Stanchion
3,13072,"Object, Standard",Standard
3,6588,"Object, Staple Gun",Staple Gun
3,10130,"Object, Star Finder",Star Finder
3,10149,"Object, Station Pointer",Station Pointer
3,10223,"Object, Station Staff",Station Staff
3,14000,"Object, Status Symbols",Status Symbols
3,5431,"Object, Steam Stick",Steam Stick
3,6452,"Object, Steam Thawing Point",Steam Thawing Point
3,333,"Object, Steeple",Steeple
3,6611,"Object, Stencil",Stencil
3,11443,"Object, Stereoscope",Stereoscope
3,11444,"Object, Stereoviewer",Stereoviewer
3,14656,"Object, Stickball Gear",Stickball Gear
3,14657,"Object, Stickball Gear, Stickball Ball",Stickball Ball
3,14658,"Object, Stickball Gear, Stickball Stick",Stickball Stick
